t,z_numerical,z_analytical,vz_numerical,vz_analytical,error_z
0.5248,1.648831814,1.649089229,-5.148288,-5.148288,0.0002574143999
0.5249,1.648316888,1.648574351,-5.149269,-5.149269,0.0002574634499
0.525,1.647801863,1.648059375,-5.15025,-5.15025,0.0002575124999
0.5251,1.647286739,1.647544301,-5.151231,-5.151231,0.0002575615499
0.5252,1.646771518,1.647029129,-5.152212,-5.152212,0.0002576105999
0.5253,1.646256199,1.646513859,-5.153193,-5.153193,0.0002576596499
0.5254,1.645740782,1.64599849,-5.154174,-5.154174,0.0002577086999
0.5255,1.645225266,1.645483024,-5.155155,-5.155155,0.0002577577499
0.5256,1.644709652,1.644967459,-5.156136,-5.156136,0.0002578067999
0.5257,1.644193941,1.644451797,-5.157117,-5.157117,0.0002578558499
0.5258,1.643678131,1.643936036,-5.158098,-5.158098,0.0002579048999
0.5259,1.643162223,1.643420177,-5.159079,-5.159079,0.0002579539499
0.526,1.642646217,1.64290422,-5.16006,-5.16006,0.0002580029999
0.5261,1.642130113,1.642388165,-5.161041,-5.161041,0.0002580520499
0.5262,1.641613911,1.641872012,-5.162022,-5.162022,0.0002581010999
0.5263,1.64109761,1.641355761,-5.163003,-5.163003,0.0002581501499
0.5264,1.640581212,1.640839411,-5.163984,-5.163984,0.0002581991999
0.5265,1.640064716,1.640322964,-5.164965,-5.164965,0.0002582482499
0.5266,1.639548121,1.639806418,-5.165946,-5.165946,0.0002582972999
0.5267,1.639031428,1.639289775,-5.166927,-5.166927,0.0002583463499
0.5268,1.638514637,1.638773033,-5.167908,-5.167908,0.0002583953999
0.5269,1.637997749,1.638256193,-5.168889,-5.168889,0.0002584444499
0.527,1.637480762,1.637739255,-5.16987,-5.16987,0.0002584934999
0.5271,1.636963676,1.637222219,-5.170851,-5.170851,0.0002585425499
0.5272,1.636446493,1.636705085,-5.171832,-5.171832,0.0002585915999
0.5273,1.635929212,1.636187853,-5.172813,-5.172813,0.0002586406499
0.5274,1.635411833,1.635670522,-5.173794,-5.173794,0.0002586896999
0.5275,1.634894355,1.635153094,-5.174775,-5.174775,0.0002587387499
0.5276,1.634376779,1.634635567,-5.175756,-5.175756,0.0002587877999
0.5277,1.633859106,1.634117943,-5.176737,-5.176737,0.0002588368499
0.5278,1.633341334,1.63360022,-5.177718,-5.177718,0.0002588858999
0.5279,1.632823464,1.633082399,-5.178699,-5.178699,0.0002589349499
0.528,1.632305496,1.63256448,-5.17968,-5.17968,0.0002589839999
0.5281,1.63178743,1.632046463,-5.180661,-5.180661,0.0002590330499
0.5282,1.631269266,1.631528348,-5.181642,-5.181642,0.0002590820999
0.5283,1.630751003,1.631010135,-5.182623,-5.182623,0.0002591311499
0.5284,1.630232643,1.630491823,-5.183604,-5.183604,0.0002591801999
0.5285,1.629714185,1.629973414,-5.184585,-5.184585,0.0002592292499
0.5286,1.629195628,1.629454906,-5.185566,-5.185566,0.0002592782999
0.5287,1.628676973,1.628936301,-5.186547,-5.186547,0.0002593273499
0.5288,1.62815822,1.628417597,-5.187528,-5.187528,0.0002593763999
0.5289,1.62763937,1.627898795,-5.188509,-5.188509,0.0002594254499
0.529,1.627120421,1.627379895,-5.18949,-5.18949,0.0002594744999
0.5291,1.626601373,1.626860897,-5.190471,-5.190471,0.0002595235499
0.5292,1.626082228,1.626341801,-5.191452,-5.191452,0.0002595725999
0.5293,1.625562985,1.625822607,-5.192433,-5.192433,0.0002596216499
0.5294,1.625043644,1.625303314,-5.193414,-5.193414,0.0002596706999
0.5295,1.624524204,1.624783924,-5.194395,-5.194395,0.0002597197499
0.5296,1.624004666,1.624264435,-5.195376,-5.195376,0.0002597687999
0.5297,1.623485031,1.623744849,-5.196357,-5.196357,0.0002598178499
0.5298,1.622965297,1.623225164,-5.197338,-5.197338,0.0002598668999
0.5299,1.622445465,1.622705381,-5.198319,-5.198319,0.0002599159499
0.53,1.621925535,1.6221855,-5.1993,-5.1993,0.0002599649999
0.5301,1.621405507,1.621665521,-5.200281,-5.200281,0.0002600140499
0.5302,1.620885381,1.621145444,-5.201262,-5.201262,0.0002600630999
0.5303,1.620365156,1.620625269,-5.202243,-5.202243,0.0002601121499
0.5304,1.619844834,1.620104995,-5.203224,-5.203224,0.0002601611999
0.5305,1.619324414,1.619584624,-5.204205,-5.204205,0.0002602102499
0.5306,1.618803895,1.619064154,-5.205186,-5.205186,0.0002602592999
0.5307,1.618283278,1.618543587,-5.206167,-5.206167,0.0002603083499
0.5308,1.617762563,1.618022921,-5.207148,-5.207148,0.0002603573999
0.5309,1.617241751,1.617502157,-5.208129,-5.208129,0.0002604064499
0.531,1.61672084,1.616981295,-5.20911,-5.20911,0.0002604554999
0.5311,1.61619983,1.616460335,-5.210091,-5.210091,0.0002605045499
0.5312,1.615678723,1.615939277,-5.211072,-5.211072,0.0002605535999
0.5313,1.615157518,1.615418121,-5.212053,-5.212053,0.0002606026499
0.5314,1.614636215,1.614896866,-5.213034,-5.213034,0.0002606516999
0.5315,1.614114813,1.614375514,-5.214015,-5.214015,0.0002607007499
0.5316,1.613593313,1.613854063,-5.214996,-5.214996,0.0002607497999
0.5317,1.613071716,1.613332515,-5.215977,-5.215977,0.0002607988499
0.5318,1.61255002,1.612810868,-5.216958,-5.216958,0.0002608478999
0.5319,1.612028226,1.612289123,-5.217939,-5.217939,0.0002608969499
0.532,1.611506334,1.61176728,-5.21892,-5.21892,0.0002609459999
0.5321,1.610984344,1.611245339,-5.219901,-5.219901,0.0002609950499
0.5322,1.610462256,1.6107233,-5.220882,-5.220882,0.0002610440999
0.5323,1.609940069,1.610201163,-5.221863,-5.221863,0.0002610931499
0.5324,1.609417785,1.609678927,-5.222844,-5.222844,0.0002611421999
0.5325,1.608895403,1.609156594,-5.223825,-5.223825,0.0002611912499
0.5326,1.608372922,1.608634162,-5.224806,-5.224806,0.0002612402999
0.5327,1.607850343,1.608111633,-5.225787,-5.225787,0.0002612893499
0.5328,1.607327666,1.607589005,-5.226768,-5.226768,0.0002613383999
0.5329,1.606804892,1.607066279,-5.227749,-5.227749,0.0002613874499
0.533,1.606282019,1.606543455,-5.22873,-5.22873,0.0002614364999
0.5331,1.605759047,1.606020533,-5.229711,-5.229711,0.0002614855499
0.5332,1.605235978,1.605497513,-5.230692,-5.230692,0.0002615345999
0.5333,1.604712811,1.604974395,-5.231673,-5.231673,0.0002615836499
0.5334,1.604189546,1.604451178,-5.232654,-5.232654,0.0002616326999
0.5335,1.603666182,1.603927864,-5.233635,-5.233635,0.0002616817499
0.5336,1.60314272,1.603404451,-5.234616,-5.234616,0.0002617307999
0.5337,1.602619161,1.602880941,-5.235597,-5.235597,0.0002617798499
0.5338,1.602095503,1.602357332,-5.236578,-5.236578,0.0002618288999
0.5339,1.601571747,1.601833625,-5.237559,-5.237559,0.0002618779499
0.534,1.601047893,1.60130982,-5.23854,-5.23854,0.0002619269999
0.5341,1.600523941,1.600785917,-5.239521,-5.239521,0.0002619760499
0.5342,1.599999891,1.600261916,-5.240502,-5.240502,0.0002620250999
0.5343,1.599475742,1.599737817,-5.241483,-5.241483,0.0002620741499
0.5344,1.598951496,1.599213619,-5.242464,-5.242464,0.0002621231999
0.5345,1.598427152,1.598689324,-5.243445,-5.243445,0.0002621722499
0.5346,1.597902709,1.59816493,-5.244426,-5.244426,0.0002622212999
0.5347,1.597378168,1.597640439,-5.245407,-5.245407,0.0002622703499
0.5348,1.596853529,1.597115849,-5.246388,-5.246388,0.0002623193999
0.5349,1.596328793,1.596591161,-5.247369,-5.247369,0.0002623684499
0.535,1.595803958,1.596066375,-5.24835,-5.24835,0.0002624174999
0.5351,1.595279024,1.595541491,-5.249331,-5.249331,0.0002624665499
0.5352,1.594753993,1.595016509,-5.250312,-5.250312,0.0002625155999
0.5353,1.594228864,1.594491429,-5.251293,-5.251293,0.0002625646499
0.5354,1.593703637,1.59396625,-5.252274,-5.252274,0.0002626136999
0.5355,1.593178311,1.593440974,-5.253255,-5.253255,0.0002626627499
0.5356,1.592652887,1.592915599,-5.254236,-5.254236,0.0002627117999
0.5357,1.592127366,1.592390127,-5.255217,-5.255217,0.0002627608499
0.5358,1.591601746,1.591864556,-5.256198,-5.256198,0.0002628098999
0.5359,1.591076028,1.591338887,-5.257179,-5.257179,0.0002628589499
0.536,1.590550212,1.59081312,-5.25816,-5.25816,0.0002629079999
0.5361,1.590024298,1.590287255,-5.259141,-5.259141,0.0002629570499
0.5362,1.589498286,1.589761292,-5.260122,-5.260122,0.0002630060999
0.5363,1.588972175,1.589235231,-5.261103,-5.261103,0.0002630551499
0.5364,1.588445967,1.588709071,-5.262084,-5.262084,0.0002631041999
0.5365,1.587919661,1.588182814,-5.263065,-5.263065,0.0002631532499
0.5366,1.587393256,1.587656458,-5.264046,-5.264046,0.0002632022999
0.5367,1.586866753,1.587130005,-5.265027,-5.265027,0.0002632513499
0.5368,1.586340152,1.586603453,-5.266008,-5.266008,0.0002633003999
0.5369,1.585813454,1.586076803,-5.266989,-5.266989,0.0002633494499
0.537,1.585286657,1.585550055,-5.26797,-5.26797,0.0002633984999
0.5371,1.584759761,1.585023209,-5.268951,-5.268951,0.0002634475499
0.5372,1.584232768,1.584496265,-5.269932,-5.269932,0.0002634965999
0.5373,1.583705677,1.583969223,-5.270913,-5.270913,0.0002635456499
0.5374,1.583178488,1.583442082,-5.271894,-5.271894,0.0002635946999
0.5375,1.5826512,1.582914844,-5.272875,-5.272875,0.0002636437499
0.5376,1.582123814,1.582387507,-5.273856,-5.273856,0.0002636927999
0.5377,1.581596331,1.581860073,-5.274837,-5.274837,0.0002637418499
0.5378,1.581068749,1.58133254,-5.275818,-5.275818,0.0002637908999
0.5379,1.580541069,1.580804909,-5.276799,-5.276799,0.0002638399499
0.538,1.580013291,1.58027718,-5.27778,-5.27778,0.0002638889999
0.5381,1.579485415,1.579749353,-5.278761,-5.278761,0.0002639380499
0.5382,1.578957441,1.579221428,-5.279742,-5.279742,0.0002639870999
0.5383,1.578429368,1.578693405,-5.280723,-5.280723,0.0002640361499
0.5384,1.577901198,1.578165283,-5.281704,-5.281704,0.0002640851999
0.5385,1.57737293,1.577637064,-5.282685,-5.282685,0.0002641342499
0.5386,1.576844563,1.577108746,-5.283666,-5.283666,0.0002641832999
0.5387,1.576316098,1.576580331,-5.284647,-5.284647,0.0002642323499
0.5388,1.575787535,1.576051817,-5.285628,-5.285628,0.0002642813999
0.5389,1.575258875,1.575523205,-5.286609,-5.286609,0.0002643304499
0.539,1.574730116,1.574994495,-5.28759,-5.28759,0.0002643794999
0.5391,1.574201258,1.574465687,-5.288571,-5.288571,0.0002644285499
0.5392,1.573672303,1.573936781,-5.289552,-5.289552,0.0002644775999
0.5393,1.57314325,1.573407777,-5.290533,-5.290533,0.0002645266499
0.5394,1.572614099,1.572878674,-5.291514,-5.291514,0.0002645756999
0.5395,1.572084849,1.572349474,-5.292495,-5.292495,0.0002646247499
0.5396,1.571555501,1.571820175,-5.293476,-5.293476,0.0002646737999
0.5397,1.571026056,1.571290779,-5.294457,-5.294457,0.0002647228499
0.5398,1.570496512,1.570761284,-5.295438,-5.295438,0.0002647718999
0.5399,1.56996687,1.570231691,-5.296419,-5.296419,0.0002648209499
0.54,1.56943713,1.569702,-5.2974,-5.2974,0.0002648699999
0.5401,1.568907292,1.569172211,-5.298381,-5.298381,0.0002649190499
0.5402,1.568377356,1.568642324,-5.299362,-5.299362,0.0002649680999
0.5403,1.567847321,1.568112339,-5.300343,-5.300343,0.0002650171499
0.5404,1.567317189,1.567582255,-5.301324,-5.301324,0.0002650661999
0.5405,1.566786959,1.567052074,-5.302305,-5.302305,0.0002651152499
0.5406,1.56625663,1.566521794,-5.303286,-5.303286,0.0002651642999
0.5407,1.565726203,1.565991417,-5.304267,-5.304267,0.0002652133499
0.5408,1.565195678,1.565460941,-5.305248,-5.305248,0.0002652623999
0.5409,1.564665056,1.564930367,-5.306229,-5.306229,0.0002653114499
0.541,1.564134335,1.564399695,-5.30721,-5.30721,0.0002653604999
0.5411,1.563603515,1.563868925,-5.308191,-5.308191,0.0002654095499
0.5412,1.563072598,1.563338057,-5.309172,-5.309172,0.0002654585999
0.5413,1.562541583,1.562807091,-5.310153,-5.310153,0.0002655076499
0.5414,1.56201047,1.562276026,-5.311134,-5.311134,0.0002655566999
0.5415,1.561479258,1.561744864,-5.312115,-5.312115,0.0002656057499
0.5416,1.560947948,1.561213603,-5.313096,-5.313096,0.0002656547999
0.5417,1.560416541,1.560682245,-5.314077,-5.314077,0.0002657038499
0.5418,1.559885035,1.560150788,-5.315058,-5.315058,0.0002657528999
0.5419,1.559353431,1.559619233,-5.316039,-5.316039,0.0002658019499
0.542,1.558821729,1.55908758,-5.31702,-5.31702,0.0002658509999
0.5421,1.558289929,1.558555829,-5.318001,-5.318001,0.0002659000499
0.5422,1.557758031,1.55802398,-5.318982,-5.318982,0.0002659490999
0.5423,1.557226034,1.557492033,-5.319963,-5.319963,0.0002659981499
0.5424,1.55669394,1.556959987,-5.320944,-5.320944,0.0002660471999
0.5425,1.556161748,1.556427844,-5.321925,-5.321925,0.0002660962499
0.5426,1.555629457,1.555895602,-5.322906,-5.322906,0.0002661452999
0.5427,1.555097068,1.555363263,-5.323887,-5.323887,0.0002661943499
0.5428,1.554564581,1.554830825,-5.324868,-5.324868,0.0002662433999
0.5429,1.554031997,1.554298289,-5.325849,-5.325849,0.0002662924499
0.543,1.553499314,1.553765655,-5.32683,-5.32683,0.0002663414999
0.5431,1.552966532,1.553232923,-5.327811,-5.327811,0.0002663905499
0.5432,1.552433653,1.552700093,-5.328792,-5.328792,0.0002664395999
0.5433,1.551900676,1.552167165,-5.329773,-5.329773,0.0002664886499
0.5434,1.551367601,1.551634138,-5.330754,-5.330754,0.0002665376999
0.5435,1.550834427,1.551101014,-5.331735,-5.331735,0.0002665867499
0.5436,1.550301155,1.550567791,-5.332716,-5.332716,0.0002666357999
0.5437,1.549767786,1.550034471,-5.333697,-5.333697,0.0002666848499
0.5438,1.549234318,1.549501052,-5.334678,-5.334678,0.0002667338999
0.5439,1.548700752,1.548967535,-5.335659,-5.335659,0.0002667829499
0.544,1.548167088,1.54843392,-5.33664,-5.33664,0.0002668319999
0.5441,1.547633326,1.547900207,-5.337621,-5.337621,0.0002668810499
0.5442,1.547099466,1.547366396,-5.338602,-5.338602,0.0002669300999
0.5443,1.546565507,1.546832487,-5.339583,-5.339583,0.0002669791499
0.5444,1.546031451,1.546298479,-5.340564,-5.340564,0.0002670281999
0.5445,1.545497297,1.545764374,-5.341545,-5.341545,0.0002670772499
0.5446,1.544963044,1.54523017,-5.342526,-5.342526,0.0002671262999
0.5447,1.544428693,1.544695869,-5.343507,-5.343507,0.0002671753499
0.5448,1.543894244,1.544161469,-5.344488,-5.344488,0.0002672243999
0.5449,1.543359698,1.543626971,-5.345469,-5.345469,0.0002672734499
0.545,1.542825053,1.543092375,-5.34645,-5.34645,0.0002673224999
0.5451,1.542290309,1.542557681,-5.347431,-5.347431,0.0002673715499
0.5452,1.541755468,1.542022889,-5.348412,-5.348412,0.0002674205999
0.5453,1.541220529,1.541487999,-5.349393,-5.349393,0.0002674696499
0.5454,1.540685492,1.54095301,-5.350374,-5.350374,0.0002675186999
0.5455,1.540150356,1.540417924,-5.351355,-5.351355,0.0002675677499
0.5456,1.539615122,1.539882739,-5.352336,-5.352336,0.0002676167999
0.5457,1.539079791,1.539347457,-5.353317,-5.353317,0.0002676658499
0.5458,1.538544361,1.538812076,-5.354298,-5.354298,0.0002677148999
0.5459,1.538008833,1.538276597,-5.355279,-5.355279,0.0002677639499
0.546,1.537473207,1.53774102,-5.35626,-5.35626,0.0002678129999
0.5461,1.536937483,1.537205345,-5.357241,-5.357241,0.0002678620499
0.5462,1.536401661,1.536669572,-5.358222,-5.358222,0.0002679110999
0.5463,1.53586574,1.536133701,-5.359203,-5.359203,0.0002679601499
0.5464,1.535329722,1.535597731,-5.360184,-5.360184,0.0002680091999
0.5465,1.534793606,1.535061664,-5.361165,-5.361165,0.0002680582499
0.5466,1.534257391,1.534525498,-5.362146,-5.362146,0.0002681072999
0.5467,1.533721078,1.533989235,-5.363127,-5.363127,0.0002681563499
0.5468,1.533184667,1.533452873,-5.364108,-5.364108,0.0002682053999
0.5469,1.532648159,1.532916413,-5.365089,-5.365089,0.0002682544499
0.547,1.532111552,1.532379855,-5.36607,-5.36607,0.0002683034999
0.5471,1.531574846,1.531843199,-5.367051,-5.367051,0.0002683525499
0.5472,1.531038043,1.531306445,-5.368032,-5.368032,0.0002684015999
0.5473,1.530501142,1.530769593,-5.369013,-5.369013,0.0002684506499
0.5474,1.529964143,1.530232642,-5.369994,-5.369994,0.0002684996999
0.5475,1.529427045,1.529695594,-5.370975,-5.370975,0.0002685487499
0.5476,1.528889849,1.529158447,-5.371956,-5.371956,0.0002685977999
0.5477,1.528352556,1.528621203,-5.372937,-5.372937,0.0002686468499
0.5478,1.527815164,1.52808386,-5.373918,-5.373918,0.0002686958999
0.5479,1.527277674,1.527546419,-5.374899,-5.374899,0.0002687449499
0.548,1.526740086,1.52700888,-5.37588,-5.37588,0.0002687939999
0.5481,1.5262024,1.526471243,-5.376861,-5.376861,0.0002688430499
0.5482,1.525664616,1.525933508,-5.377842,-5.377842,0.0002688920999
0.5483,1.525126733,1.525395675,-5.378823,-5.378823,0.0002689411499
0.5484,1.524588753,1.524857743,-5.379804,-5.379804,0.0002689901999
0.5485,1.524050675,1.524319714,-5.380785,-5.380785,0.0002690392499
0.5486,1.523512498,1.523781586,-5.381766,-5.381766,0.0002690882999
0.5487,1.522974223,1.523243361,-5.382747,-5.382747,0.0002691373499
0.5488,1.52243585,1.522705037,-5.383728,-5.383728,0.0002691863999
0.5489,1.52189738,1.522166615,-5.384709,-5.384709,0.0002692354499
0.549,1.521358811,1.521628095,-5.38569,-5.38569,0.0002692844999
0.5491,1.520820143,1.521089477,-5.386671,-5.386671,0.0002693335499
0.5492,1.520281378,1.520550761,-5.387652,-5.387652,0.0002693825999
0.5493,1.519742515,1.520011947,-5.388633,-5.388633,0.0002694316499
0.5494,1.519203554,1.519473034,-5.389614,-5.389614,0.0002694806999
0.5495,1.518664494,1.518934024,-5.390595,-5.390595,0.0002695297499
0.5496,1.518125336,1.518394915,-5.391576,-5.391576,0.0002695787999
0.5497,1.517586081,1.517855709,-5.392557,-5.392557,0.0002696278499
0.5498,1.517046727,1.517316404,-5.393538,-5.393538,0.0002696768999
0.5499,1.516507275,1.516777001,-5.394519,-5.394519,0.0002697259499
0.55,1.515967725,1.5162375,-5.3955,-5.3955,0.0002697749999
0.5501,1.515428077,1.515697901,-5.396481,-5.396481,0.0002698240499
0.5502,1.514888331,1.515158204,-5.397462,-5.397462,0.0002698730999
0.5503,1.514348486,1.514618409,-5.398443,-5.398443,0.0002699221499
0.5504,1.513808544,1.514078515,-5.399424,-5.399424,0.0002699711999
0.5505,1.513268504,1.513538524,-5.400405,-5.400405,0.0002700202499
0.5506,1.512728365,1.512998434,-5.401386,-5.401386,0.0002700692999
0.5507,1.512188128,1.512458247,-5.402367,-5.402367,0.0002701183499
0.5508,1.511647793,1.511917961,-5.403348,-5.403348,0.0002701673999
0.5509,1.511107361,1.511377577,-5.404329,-5.404329,0.0002702164499
0.551,1.51056683,1.510837095,-5.40531,-5.40531,0.0002702654999
0.5511,1.5100262,1.510296515,-5.406291,-5.406291,0.0002703145499
0.5512,1.509485473,1.509755837,-5.407272,-5.407272,0.0002703635999
0.5513,1.508944648,1.509215061,-5.408253,-5.408253,0.0002704126499
0.5514,1.508403725,1.508674186,-5.409234,-5.409234,0.0002704616999
0.5515,1.507862703,1.508133214,-5.410215,-5.410215,0.0002705107499
0.5516,1.507321583,1.507592143,-5.411196,-5.411196,0.0002705597999
0.5517,1.506780366,1.507050975,-5.412177,-5.412177,0.0002706088499
0.5518,1.50623905,1.506509708,-5.413158,-5.413158,0.0002706578999
0.5519,1.505697636,1.505968343,-5.414139,-5.414139,0.0002707069499
0.552,1.505156124,1.50542688,-5.41512,-5.41512,0.0002707559999
0.5521,1.504614514,1.504885319,-5.416101,-5.416101,0.0002708050499
0.5522,1.504072806,1.50434366,-5.417082,-5.417082,0.0002708540999
0.5523,1.503530999,1.503801903,-5.418063,-5.418063,0.0002709031499
0.5524,1.502989095,1.503260047,-5.419044,-5.419044,0.0002709521999
0.5525,1.502447093,1.502718094,-5.420025,-5.420025,0.0002710012499
0.5526,1.501904992,1.502176042,-5.421006,-5.421006,0.0002710502999
0.5527,1.501362793,1.501633893,-5.421987,-5.421987,0.0002710993499
0.5528,1.500820496,1.501091645,-5.422968,-5.422968,0.0002711483999
0.5529,1.500278102,1.500549299,-5.423949,-5.423949,0.0002711974499
0.553,1.499735609,1.500006855,-5.42493,-5.42493,0.0002712464999
0.5531,1.499193017,1.499464313,-5.425911,-5.425911,0.0002712955499
0.5532,1.498650328,1.498921673,-5.426892,-5.426892,0.0002713445999
0.5533,1.498107541,1.498378935,-5.427873,-5.427873,0.0002713936499
0.5534,1.497564656,1.497836098,-5.428854,-5.428854,0.0002714426999
0.5535,1.497021672,1.497293164,-5.429835,-5.429835,0.0002714917499
0.5536,1.49647859,1.496750131,-5.430816,-5.430816,0.0002715407999
0.5537,1.495935411,1.496207001,-5.431797,-5.431797,0.0002715898499
0.5538,1.495392133,1.495663772,-5.432778,-5.432778,0.0002716388999
0.5539,1.494848757,1.495120445,-5.433759,-5.433759,0.0002716879499
0.554,1.494305283,1.49457702,-5.43474,-5.43474,0.0002717369999
0.5541,1.493761711,1.494033497,-5.435721,-5.435721,0.0002717860499
0.5542,1.493218041,1.493489876,-5.436702,-5.436702,0.0002718350999
0.5543,1.492674272,1.492946157,-5.437683,-5.437683,0.0002718841499
0.5544,1.492130406,1.492402339,-5.438664,-5.438664,0.0002719331999
0.5545,1.491586442,1.491858424,-5.439645,-5.439645,0.0002719822499
0.5546,1.491042379,1.49131441,-5.440626,-5.440626,0.0002720312999
0.5547,1.490498218,1.490770299,-5.441607,-5.441607,0.0002720803499
0.5548,1.489953959,1.490226089,-5.442588,-5.442588,0.0002721293999
0.5549,1.489409603,1.489681781,-5.443569,-5.443569,0.0002721784499
0.555,1.488865148,1.489137375,-5.44455,-5.44455,0.0002722274999
0.5551,1.488320594,1.488592871,-5.445531,-5.445531,0.0002722765499
0.5552,1.487775943,1.488048269,-5.446512,-5.446512,0.0002723255999
0.5553,1.487231194,1.487503569,-5.447493,-5.447493,0.0002723746499
0.5554,1.486686347,1.48695877,-5.448474,-5.448474,0.0002724237
0.5555,1.486141401,1.486413874,-5.449455,-5.449455,0.0002724727499
0.5556,1.485596357,1.485868879,-5.450436,-5.450436,0.0002725218
0.5557,1.485051216,1.485323787,-5.451417,-5.451417,0.00027257085
0.5558,1.484505976,1.484778596,-5.452398,-5.452398,0.0002726198999
0.5559,1.483960638,1.484233307,-5.453379,-5.453379,0.0002726689499
0.556,1.483415202,1.48368792,-5.45436,-5.45436,0.0002727179999
0.5561,1.482869668,1.483142435,-5.455341,-5.455341,0.00027276705
0.5562,1.482324036,1.482596852,-5.456322,-5.456322,0.0002728161
0.5563,1.481778305,1.482051171,-5.457303,-5.457303,0.00027286515
0.5564,1.481232477,1.481505391,-5.458284,-5.458284,0.0002729142
0.5565,1.480686551,1.480959514,-5.459265,-5.459265,0.00027296325
0.5566,1.480140526,1.480413538,-5.460246,-5.460246,0.0002730123
0.5567,1.479594403,1.479867465,-5.461227,-5.461227,0.00027306135
0.5568,1.479048182,1.479321293,-5.462208,-5.462208,0.0002731103999
0.5569,1.478501864,1.478775023,-5.463189,-5.463189,0.00027315945
0.557,1.477955447,1.478228655,-5.46417,-5.46417,0.0002732085
0.5571,1.477408931,1.477682189,-5.465151,-5.465151,0.00027325755
0.5572,1.476862318,1.477135625,-5.466132,-5.466132,0.0002733066
0.5573,1.476315607,1.476588963,-5.467113,-5.467113,0.00027335565
0.5574,1.475768798,1.476042202,-5.468094,-5.468094,0.0002734047
0.5575,1.47522189,1.475495344,-5.469075,-5.469075,0.00027345375
0.5576,1.474674884,1.474948387,-5.470056,-5.470056,0.0002735028
0.5577,1.474127781,1.474401333,-5.471037,-5.471037,0.00027355185
0.5578,1.473580579,1.47385418,-5.472018,-5.472018,0.0002736009
0.5579,1.473033279,1.473306929,-5.472999,-5.472999,0.00027364995
0.558,1.472485881,1.47275958,-5.47398,-5.47398,0.000273699
0.5581,1.471938385,1.472212133,-5.474961,-5.474961,0.00027374805
0.5582,1.471390791,1.471664588,-5.475942,-5.475942,0.0002737971
0.5583,1.470843098,1.471116945,-5.476923,-5.476923,0.00027384615
0.5584,1.470295308,1.470569203,-5.477904,-5.477904,0.0002738952
0.5585,1.46974742,1.470021364,-5.478885,-5.478885,0.00027394425
0.5586,1.469199433,1.469473426,-5.479866,-5.479866,0.0002739933
0.5587,1.468651348,1.468925391,-5.480847,-5.480847,0.00027404235
0.5588,1.468103165,1.468377257,-5.481828,-5.481828,0.0002740914
0.5589,1.467554885,1.467829025,-5.482809,-5.482809,0.00027414045
0.559,1.467006506,1.467280695,-5.48379,-5.48379,0.0002741895
0.5591,1.466458028,1.466732267,-5.484771,-5.484771,0.00027423855
0.5592,1.465909453,1.466183741,-5.485752,-5.485752,0.0002742876
0.5593,1.46536078,1.465635117,-5.486733,-5.486733,0.00027433665
0.5594,1.464812009,1.465086394,-5.487714,-5.487714,0.0002743857
0.5595,1.464263139,1.464537574,-5.488695,-5.488695,0.00027443475
0.5596,1.463714171,1.463988655,-5.489676,-5.489676,0.0002744838
0.5597,1.463165106,1.463439639,-5.490657,-5.490657,0.00027453285
0.5598,1.462615942,1.462890524,-5.491638,-5.491638,0.0002745819
0.5599,1.46206668,1.462341311,-5.492619,-5.492619,0.00027463095
0.56,1.46151732,1.461792,-5.4936,-5.4936,0.00027468
0.5601,1.460967862,1.461242591,-5.494581,-5.494581,0.00027472905
0.5602,1.460418306,1.460693084,-5.495562,-5.495562,0.0002747781
0.5603,1.459868651,1.460143479,-5.496543,-5.496543,0.00027482715
0.5604,1.459318899,1.459593775,-5.497524,-5.497524,0.0002748762
0.5605,1.458769049,1.459043974,-5.498505,-5.498505,0.00027492525
0.5606,1.4582191,1.458494074,-5.499486,-5.499486,0.0002749743
0.5607,1.457669053,1.457944077,-5.500467,-5.500467,0.00027502335
0.5608,1.457118908,1.457393981,-5.501448,-5.501448,0.0002750724
0.5609,1.456568666,1.456843787,-5.502429,-5.502429,0.00027512145
0.561,1.456018325,1.456293495,-5.50341,-5.50341,0.0002751705
0.5611,1.455467885,1.455743105,-5.504391,-5.504391,0.00027521955
0.5612,1.454917348,1.455192617,-5.505372,-5.505372,0.0002752686
0.5613,1.454366713,1.454642031,-5.506353,-5.506353,0.00027531765
0.5614,1.45381598,1.454091346,-5.507334,-5.507334,0.0002753667
0.5615,1.453265148,1.453540564,-5.508315,-5.508315,0.00027541575
0.5616,1.452714218,1.452989683,-5.509296,-5.509296,0.0002754648
0.5617,1.452163191,1.452438705,-5.510277,-5.510277,0.00027551385
0.5618,1.451612065,1.451887628,-5.511258,-5.511258,0.0002755629
0.5619,1.451060841,1.451336453,-5.512239,-5.512239,0.00027561195
0.562,1.450509519,1.45078518,-5.51322,-5.51322,0.000275661
0.5621,1.449958099,1.450233809,-5.514201,-5.514201,0.00027571005
0.5622,1.449406581,1.44968234,-5.515182,-5.515182,0.0002757591
0.5623,1.448854964,1.449130773,-5.516163,-5.516163,0.00027580815
0.5624,1.44830325,1.448579107,-5.517144,-5.517144,0.0002758572
0.5625,1.447751438,1.448027344,-5.518125,-5.518125,0.00027590625
0.5626,1.447199527,1.447475482,-5.519106,-5.519106,0.0002759553
0.5627,1.446647518,1.446923523,-5.520087,-5.520087,0.00027600435
